,city_name,cloudiness,country,data,humidity,lat,lon,max_temp,wind_speed
279,Nishihara,75,JP,1598816501,83,26.18,127.76,84.2,13.87
280,Loveland,1,US,1598816396,13,40.4,-105.08,91.0,25.28
281,Kalianget,72,ID,1598816503,72,-7.05,113.93,78.64,12.12
282,La Santisima Trinidad,75,BO,1598816503,50,-14.83,-64.9,95.0,9.17
283,Snyder,1,US,1598816504,34,32.72,-100.92,96.8,13.87
284,Simao,100,CN,1598816505,95,22.79,100.97,65.91,2.66
285,Amapá,96,BR,1598816506,53,1.0,-52.0,89.2,5.95
286,Fonte Boa,100,BR,1598816506,58,-2.5,-66.27,88.23,2.44
287,Salym,56,RU,1598816508,94,60.06,71.48,62.73,6.69
288,Qaqortoq,100,GL,1598816511,50,60.72,-46.03,57.2,2.24
289,Northam,100,GB,1598816512,78,51.03,-4.22,55.99,4.0
290,Springbok,0,ZA,1598816512,67,-29.66,17.89,39.11,4.68
291,Saint Anthony,20,US,1598816422,44,45.02,-93.22,77.0,12.75
292,Puerto Colombia,75,CO,1598816514,79,10.99,-74.95,84.2,2.24
293,Blackwater,0,AU,1598816514,89,-23.58,148.88,55.15,5.21
294,Puerto del Rosario,20,ES,1598816516,64,28.5,-13.86,75.2,24.16
295,Torhout,100,BE,1598816221,80,51.06,3.1,61.0,3.0
296,Aykhal,90,RU,1598816518,61,66.0,111.5,50.0,2.24
297,Abnūb,0,EG,1598816519,17,27.27,31.15,88.88,10.63
298,Beringovskiy,100,RU,1598816520,83,63.05,179.32,45.97,29.17
299,Dūkštas,93,LT,1598816521,97,55.53,26.33,55.45,3.69
300,Ishigaki,0,JP,1598816522,80,24.34,124.16,84.06,20.92
301,La Ronge,75,CA,1598816524,71,55.1,-105.28,51.8,16.11
302,Moose Factory,90,CA,1598816525,62,51.26,-80.61,57.2,8.05
303,São Filipe,61,CV,1598816525,82,14.9,-24.5,78.57,11.59
304,Chokurdakh,98,RU,1598816526,80,70.63,147.92,41.67,8.19
305,Sibu,40,MY,1598816527,94,2.3,111.82,77.0,2.24
306,Sisimiut,0,GL,1598816528,57,66.94,-53.67,53.8,11.1
307,Tazmalt,75,DZ,1598816528,69,36.39,4.4,78.8,8.05
308,Biak,96,ID,1598816529,79,-0.91,122.88,76.95,7.52
309,Vanavara,0,RU,1598816530,93,60.34,102.28,47.73,2.66
310,Kasempa,33,ZM,1598816531,38,-13.46,25.83,70.27,3.36
311,Sitka,90,US,1598816533,87,57.05,-135.33,53.6,8.05
312,Pandamatenga,100,BW,1598816534,40,-18.53,25.63,75.45,7.29
313,Barinas,100,VE,1598816534,76,8.62,-70.21,81.84,2.26
314,Poum,8,NC,1598816535,70,-20.23,164.02,68.61,10.96
315,Bezhanitsy,100,RU,1598816536,96,56.98,29.89,54.82,3.4
316,Port-Gentil,90,GA,1598816538,83,-0.72,8.78,77.0,15.03
317,Ambilobe,8,MG,1598816539,85,-13.2,49.05,68.95,4.99
318,Latung,55,PH,1598816542,73,5.5,120.88,83.43,5.35
319,Alofi,28,NU,1598816543,83,-19.06,-169.92,75.2,12.75
320,Coquimbo,0,CL,1598816544,67,-29.95,-71.34,59.0,14.99
321,Magnitogorsk,40,RU,1598816547,59,53.42,59.05,62.6,4.47
322,Portland,40,US,1598816505,55,45.52,-122.68,68.0,4.7
323,Kapoeta,100,SS,1598816551,64,4.77,33.59,77.47,3.13
324,Sciacca,0,IT,1598816551,45,37.51,13.09,75.99,3.78
325,Omboué,99,GA,1598816552,84,-1.57,9.26,74.71,10.27
326,Pochutla,40,MX,1598816553,66,15.74,-96.47,89.01,6.44
327,Écija,0,ES,1598816554,18,37.54,-5.08,86.0,3.36
328,Petrovsk,9,RU,1598816507,56,52.31,45.39,61.9,4.54
329,Yulara,0,AU,1598816555,54,-25.24,130.99,55.4,5.82
330,Usinsk,100,RU,1598816556,97,65.99,57.53,50.2,9.19
331,Province of Mantua,20,IT,1598816557,56,45.17,10.78,71.6,12.75
332,Yola,100,NG,1598816557,88,9.2,12.48,75.99,2.13
333,Barrhead,49,GB,1598816557,67,55.8,-4.39,57.2,4.7
334,Baharly,0,TM,1598816558,37,38.44,57.43,77.63,15.75
335,Linqu,78,CN,1598816558,82,36.52,118.54,81.0,2.04
336,Salé,0,MA,1598816536,73,34.04,-6.82,71.6,5.82
337,Chimbote,61,PE,1598816374,69,-9.09,-78.58,65.97,11.52
338,Kahului,20,US,1598816401,54,20.89,-156.47,84.2,21.92
339,Hornepayne,17,CA,1598816561,44,49.21,-84.77,64.96,1.79
340,Zheleznodorozhnyy,40,RU,1598816562,93,55.75,38.0,68.0,2.24
341,Tabas,0,IR,1598816565,23,33.6,56.92,82.4,9.17
342,Amoy,4,CN,1598816566,78,24.48,118.08,82.4,2.24
343,Chokwé,91,MZ,1598816566,68,-24.53,32.98,67.3,14.38
344,Mityana,20,UG,1598816567,78,0.42,32.02,73.4,2.24
345,San Angelo,1,US,1598816566,30,31.46,-100.44,99.0,10.29
346,Chhindwāra,2,IN,1598816569,95,22.07,78.93,70.52,4.38
347,Toppenish,1,US,1598816571,25,46.38,-120.31,75.2,4.7
348,Itaú de Minas,0,BR,1598816573,28,-20.74,-46.75,85.8,2.35
349,Mishan,100,CN,1598816574,93,45.55,131.88,58.14,5.03
350,Ha Tinh,100,VN,1598816476,90,18.33,105.9,78.62,3.24
351,Somoto,1,NI,1598816577,58,13.48,-86.58,83.28,7.45
352,Drovyanaya,75,RU,1598816578,93,51.58,113.03,51.8,6.71
353,Aswān,0,EG,1598816488,14,24.09,32.91,89.89,9.13
354,Santo Antônio do Monte,22,BR,1598816580,35,-20.09,-45.29,80.89,3.6
355,Hamilton,1,US,1598816581,36,39.18,-84.53,82.0,5.82
356,Barranca,48,PE,1598816582,69,-10.75,-77.77,65.62,11.03
357,Skiathos,0,GR,1598816584,40,39.16,23.49,77.0,6.2
358,Bestöbe,0,KZ,1598816584,50,52.5,73.1,68.18,2.42
359,Oriximiná,5,BR,1598816586,39,-1.77,-55.87,93.65,9.17
360,Pindiga,64,NG,1598816587,95,9.98,10.93,72.75,2.1
361,Somanda,0,TZ,1598816588,70,-3.37,33.95,69.1,7.67
362,San Quintín,15,MX,1598816589,67,30.48,-115.95,73.02,11.97
363,Mitú,83,CO,1598816590,56,1.2,-70.17,87.3,1.45
364,Kiunga,96,PG,1598816591,98,-6.12,141.29,72.23,1.28
365,Kumul,0,CN,1598816592,24,42.8,93.45,69.31,6.98
366,Bima,34,ID,1598816593,86,-8.47,118.72,70.84,4.27
367,Guerrero Negro,4,MX,1598816595,57,27.98,-114.06,81.18,10.22
368,Maun,75,BW,1598816596,25,-19.98,23.42,64.4,2.24
369,Mersin Province,0,TR,1598816598,100,36.86,34.65,82.4,4.7
370,Purpe,0,RU,1598816599,83,64.48,76.69,46.29,8.25
371,Fairbanks,1,US,1598816543,51,64.84,-147.72,59.0,5.82
372,Aktash,0,RU,1598816601,88,50.3,87.73,34.88,0.69
373,Porto-Novo,40,BJ,1598816602,88,6.5,2.6,77.0,12.75
374,Isiro,100,CD,1598816603,96,2.77,27.62,68.23,0.72
375,Rūdbār,0,AF,1598816603,19,30.15,62.6,76.12,11.41
376,Whitehorse,90,CA,1598816401,93,60.72,-135.05,46.4,14.99
377,Crişan,0,RO,1598816608,77,44.97,29.47,69.8,2.24
378,Yuzhno-Kurilsk,91,RU,1598816609,76,44.03,145.86,53.19,11.03
379,Ginda,6,IN,1598816609,88,30.69,78.49,63.84,1.9
380,Isangel,90,VU,1598816610,83,-19.55,169.27,69.8,15.95
381,Ukiah,40,US,1598816611,37,39.15,-123.21,84.2,3.36
382,Ostrovnoy,29,RU,1598816611,88,68.05,39.51,45.05,8.41
383,Tura,100,IN,1598816612,91,25.52,90.22,75.63,3.76
384,Pevek,6,RU,1598816613,83,69.7,170.31,37.67,2.89
385,Sulangan,96,PH,1598816614,75,11.14,123.72,84.38,11.52
386,Nizhniy Kuranakh,74,RU,1598816615,87,58.84,125.49,51.04,2.84
387,Kalabo,50,ZM,1598816616,49,-14.97,22.68,71.85,5.55
388,The Valley,40,AI,1598816616,62,18.22,-63.06,87.8,18.34
389,Savé,100,BJ,1598816617,92,8.04,2.49,74.59,4.41
390,Wanning,64,CN,1598816617,86,18.8,110.4,77.67,3.62
391,Bloemhof,0,ZA,1598816617,62,-27.65,25.61,36.93,7.54
392,Ibrā’,40,OM,1598816618,52,22.69,58.53,85.6,3.47
393,San Luis,6,AR,1598816372,30,-33.3,-66.34,62.17,8.08
394,Kapit,100,MY,1598816618,95,2.02,112.93,74.57,0.11
395,Jesús Carranza,36,MX,1598816618,66,17.43,-95.03,88.65,17.85
396,Daru,100,PG,1598816619,88,-9.08,143.21,77.41,19.19
397,Korocha,0,RU,1598816621,43,50.81,37.2,73.4,4.47
398,Ushtobe,0,KZ,1598816623,32,45.25,77.98,65.75,9.78
399,East London,12,ZA,1598816624,62,-33.02,27.91,54.84,14.52
400,Qazvin,0,IR,1598816624,55,36.28,50.0,64.4,2.24
401,Lincoln,1,US,1598816625,45,40.8,-96.67,82.4,16.11
402,Tagusao,100,PH,1598816626,82,9.19,117.81,79.88,2.77
403,Basco,3,PH,1598816627,81,20.45,121.97,83.62,15.75
404,Belmonte,20,BR,1598816628,74,-15.86,-38.88,78.8,12.75
405,Murmashi,41,RU,1598816631,100,68.82,32.81,44.6,2.24
406,Longyan,0,CN,1598816632,85,25.11,117.02,74.17,2.35
407,Pampa,1,US,1598816357,48,35.54,-100.96,89.6,14.99
408,Lavrentiya,74,RU,1598816634,73,65.58,-171.0,47.75,18.19
409,Marsh Harbour,100,BS,1598816635,68,26.54,-77.06,85.68,8.59
410,Kutum,64,SD,1598816636,56,14.2,24.67,79.56,1.59
411,Altos,20,BR,1598816637,22,-5.04,-42.46,100.4,10.29
412,Vavatenina,99,MG,1598816638,94,-17.47,49.2,67.3,2.04
413,Cruz Alta,100,BR,1598816639,94,-28.64,-53.61,54.43,15.64
414,Acapulco de Juárez,40,MX,1598816645,74,16.86,-99.89,84.2,8.05
415,Bogo,99,PH,1598816647,84,11.05,124.01,79.84,6.42
416,Zlobin,40,HR,1598816647,83,45.29,14.65,75.2,8.05
417,Kununurra,0,AU,1598816648,23,-15.77,128.73,64.4,3.36
418,La Tuque,91,CA,1598816649,58,47.43,-72.78,59.38,12.3
419,Bystryy Istok,0,RU,1598816650,71,52.37,84.39,55.76,1.83
420,Kaeo,18,NZ,1598816652,3,-35.1,173.78,46.0,1.48
421,Seoul,1,KR,1598816478,83,37.57,126.98,75.2,4.76
422,Cedar City,1,US,1598816425,15,37.68,-113.06,82.4,5.82
423,Mil'kovo,13,RU,1598816657,83,54.72,158.62,42.91,1.19
424,Bilibino,100,RU,1598816657,77,68.05,166.44,40.75,4.38
425,Iqaluit,20,CA,1598816658,76,63.75,-68.51,48.2,5.82
426,Deputatsky,49,RU,1598816659,99,69.3,139.9,30.34,2.53
427,Aragats,0,AM,1598816661,36,40.49,44.35,78.8,13.87
428,Valparaíso,0,CL,1598816661,51,-33.04,-71.63,62.6,13.87
429,Estelle,75,US,1598816510,94,29.85,-90.11,84.2,8.05
430,Taiyuan,14,CN,1598816664,82,37.87,112.56,64.4,2.24
431,Sioux Lookout,75,CA,1598816667,52,50.1,-91.92,69.8,8.05
432,Pisco,75,PE,1598816668,72,-13.7,-76.22,64.4,8.05
433,Svetlaya,68,RU,1598816669,81,46.54,138.33,55.89,6.67
434,Ayr,20,GB,1598816670,67,55.46,-4.63,57.2,2.24
435,Henties Bay,0,NA,1598816670,75,-22.12,14.28,55.0,11.05
436,Kalmeshwar,20,IN,1598816674,94,21.23,78.9,75.2,5.5
437,Boa Vista,75,BR,1598816674,74,2.82,-60.67,80.6,9.17
438,La Orilla,97,MX,1598816675,77,17.98,-102.23,83.61,7.43
439,Piedras,75,CO,1598816677,83,4.54,-74.88,77.0,5.82
440,Szydłowiec,100,PL,1598816678,1,51.23,20.86,78.01,9.71
441,Yurimaguas,40,PE,1598816682,59,-5.9,-76.08,95.0,6.93
442,Broome,75,US,1598816683,48,42.25,-75.83,72.0,17.22
443,Vestmanna,100,FO,1598816684,100,62.16,-7.17,50.0,6.93
444,Humberto de Campos,26,BR,1598816686,59,-2.6,-43.46,85.23,11.65
445,Broken Hill,0,AU,1598816687,81,-31.95,141.43,44.6,8.05
446,Dejen,78,ET,1598816688,96,10.17,38.13,53.04,3.15
447,High Prairie,0,CA,1598816668,43,55.43,-116.49,56.8,15.88
448,Christchurch,27,NZ,1598816502,73,-43.53,172.63,35.6,1.12
449,Toora-Khem,15,RU,1598816697,89,52.47,96.11,42.82,2.04
450,Springfield,90,US,1598816474,94,37.22,-93.3,75.0,5.82
451,Madang,21,PG,1598816699,83,-5.22,145.8,75.38,6.76
452,Saint-Pierre,2,RE,1598816700,77,-21.34,55.48,68.0,4.7
453,Shitanjing,0,CN,1598816701,61,39.23,106.34,58.64,5.14
454,Yemel'yanovo,75,RU,1598816701,93,56.17,92.68,57.2,6.71
455,Presidencia Roque Sáenz Peña,100,AR,1598816702,55,-26.79,-60.44,63.64,11.05
456,Kaitangata,100,NZ,1598816704,36,-46.28,169.85,55.99,5.99
457,Oussouye,75,SN,1598816705,88,12.48,-16.55,82.4,6.93
458,Hobyo,31,SO,1598816706,78,5.35,48.53,77.94,23.49
459,Kiryat Gat,75,IL,1598816707,79,31.61,34.76,84.2,6.93
460,Porto Torres,100,IT,1598816708,73,40.84,8.4,69.8,1.12
461,Namatanai,20,PG,1598816709,85,-3.67,152.43,79.29,8.32
462,Cherskiy,100,RU,1598816709,88,68.75,161.3,38.1,10.02
463,Ixtapa,40,MX,1598816710,70,20.7,-105.2,86.0,5.82
464,Benghazi,0,LY,1598816711,65,32.12,20.07,79.34,18.07
465,Clarence Town,14,AU,1598816712,93,-32.58,151.78,51.8,8.05
466,Seymchan,0,RU,1598816713,71,62.88,152.43,41.31,3.51
467,Kangaatsiaq,0,GL,1598816713,77,68.31,-53.46,44.76,12.77
468,Palmer,75,US,1598816628,38,42.16,-72.33,75.99,11.41
469,Philadelphia,75,US,1598816528,39,39.95,-75.16,82.0,13.87
470,Mount Isa,0,AU,1598816716,35,-20.73,139.5,69.8,4.7
471,Lorengau,30,PG,1598816718,82,-2.02,147.27,81.27,12.03
472,Beloha,91,MG,1598816719,54,-25.17,45.05,76.64,3.96
473,Līsakovsk,2,KZ,1598816719,48,52.54,62.49,69.93,4.34
474,Mokhsogollokh,36,RU,1598816720,98,61.47,128.92,50.31,3.27
475,Bilma,1,NE,1598816722,34,18.69,12.92,93.07,10.87
476,Santa Cruz del Norte,40,CU,1598816723,70,23.15,-81.92,91.4,10.29
477,Cubará,89,CO,1598816724,61,7.0,-72.11,84.79,3.89
478,Paraná,77,AR,1598816725,21,-31.73,-60.52,66.0,1.99
479,Malanje,62,AO,1598816726,75,-9.54,16.34,66.33,3.4
480,Pokrovskoye,0,RU,1598816728,38,47.42,38.9,73.71,9.64
481,Waipawa,0,NZ,1598816728,76,-41.41,175.52,55.99,25.28
482,Yakeshi,100,CN,1598816729,95,49.28,120.73,55.13,3.98
483,Ajdabiya,0,LY,1598816664,35,30.76,20.23,82.38,13.56
484,Lakes Entrance,49,AU,1598816731,82,-37.88,147.98,48.0,1.99
485,Khanbari,62,NP,1598816732,75,27.37,87.2,73.31,1.12
486,Sertânia,1,BR,1598816733,35,-8.07,-37.26,82.69,14.63
487,Escárcega,72,MX,1598816734,28,18.61,-90.75,101.52,6.46
488,Tungor,5,RU,1598816735,91,53.38,142.96,45.19,8.48
489,Port Blair,100,IN,1598816463,81,11.67,92.75,81.5,8.34
490,Ballarat,31,AU,1598816736,83,-37.57,143.85,43.0,1.01
491,North Bend,1,US,1598816737,55,43.41,-124.22,80.01,14.99
492,Mattru,100,SL,1598816738,96,7.62,-11.83,72.84,3.83
493,Harper,97,LR,1598816739,82,4.38,-7.72,75.9,11.86
494,Shemgang,100,BT,1598816740,83,27.22,90.66,61.12,3.11
495,Äänekoski,90,FI,1598816742,93,62.69,25.82,53.6,3.36
496,Bundaberg,40,AU,1598816549,82,-24.85,152.35,59.0,4.7
497,Mayumba,82,GA,1598816744,85,-3.43,10.66,74.07,7.29
498,Atambua,34,ID,1598816746,88,-9.11,124.89,69.17,5.19
499,Chissamba,47,AO,1598816747,50,-12.17,17.33,66.36,2.39
500,Gijang,75,KR,1598816750,78,35.24,129.21,78.8,11.41
501,Sittwe,100,MM,1598816751,86,20.15,92.9,81.41,6.11
502,Olafsvik,100,IS,1598816752,92,64.89,-23.71,52.83,25.99
503,Lucapa,76,AO,1598816754,63,-8.42,20.74,75.67,3.33
504,Lebanon,20,US,1598816755,70,36.21,-86.29,86.0,5.82
505,Kerteminde,1,DK,1598816757,90,55.45,10.66,66.99,9.48
506,Kieta,74,PG,1598816757,75,-6.22,155.63,79.75,6.02
507,Faya,86,SA,1598816759,30,18.39,42.45,77.0,11.41
508,Novy Urengoy,5,RU,1598816759,84,66.08,76.63,41.9,3.56
509,Rio Claro,0,BR,1598816761,21,-22.41,-47.56,93.2,4.7
510,Barwādih,48,IN,1598816761,89,23.83,84.12,74.77,3.11
511,Angoram,95,PG,1598816761,98,-4.06,144.07,73.44,1.79
512,Ambanja,83,MG,1598816762,81,-13.68,48.45,72.81,1.79
513,Shingū,100,JP,1598816762,83,33.73,135.98,76.24,4.05
514,Cayenne,98,GF,1598816762,62,4.93,-52.33,89.6,12.75
515,Salalah,90,OM,1598816764,94,17.02,54.09,77.0,3.36
516,Mogadishu,77,SO,1598816765,84,2.04,45.34,77.95,14.27
517,Zhangjiakou,86,CN,1598816766,73,40.81,114.88,65.03,5.53
518,Laurel,40,US,1598816767,36,39.1,-76.85,82.0,8.05
519,Santa Fe,73,AR,1598816768,21,-31.63,-60.7,66.0,4.0
520,Honiara,40,SB,1598816601,94,-9.43,159.95,77.0,4.7
521,Kovūr,3,IN,1598816770,76,14.48,79.98,83.12,6.04
522,Atar,0,MR,1598816771,15,20.52,-13.05,96.13,11.16
523,Brae,40,GB,1598816771,81,60.4,-1.35,48.2,4.7
524,Port-Cartier,90,CA,1598816773,81,50.03,-66.87,52.0,11.41
525,Quang Ngai,56,VN,1598816774,88,15.12,108.8,77.13,4.29
526,Kentau,0,KZ,1598816776,25,43.52,68.51,75.04,16.17
527,Turukhansk,70,RU,1598816777,98,65.82,87.98,48.96,3.85
528,Liverpool,20,GB,1598816505,58,53.41,-2.98,57.2,5.82
529,Havøysund,33,NO,1598816779,70,71.0,24.66,46.4,14.99
530,Viedma,0,AR,1598816685,41,-40.81,-63.0,57.99,8.01
531,Jacareacanga,99,BR,1598816780,66,-6.22,-57.75,79.14,3.06
532,Tam Ky,20,VN,1598816782,83,15.57,108.48,78.8,3.36
533,Yarim,100,YE,1598816783,74,14.3,44.38,60.3,4.03
534,Visby,4,SE,1598816680,93,57.64,18.3,61.0,2.24
535,Synya,100,RU,1598816784,97,65.37,58.04,49.64,4.03
536,Andros Town,81,BS,1598816785,62,24.7,-77.77,85.93,8.25
537,Forestville,1,US,1598816785,44,38.85,-76.88,82.4,10.29
538,Muros,37,ES,1598816786,68,42.78,-9.06,63.0,5.99
539,Gravdal,40,NO,1598816786,86,68.12,13.5,41.0,6.93
540,Nelson Bay,41,AU,1598816787,93,-32.72,152.15,54.0,8.05
541,Caçu,0,BR,1598816787,13,-18.56,-51.13,96.58,6.15
542,Havre-St-Pierre,90,CA,1598816787,93,50.23,-63.6,50.0,10.29
543,Paamiut,79,GL,1598816788,66,61.99,-49.67,47.5,14.05
544,Lumphat,1,KH,1598816788,93,13.49,106.98,72.88,1.5
545,Sur,96,OM,1598816789,63,22.57,59.53,84.88,8.9
546,Port Macquarie,0,AU,1598816789,100,-31.43,152.92,48.2,3.36
547,Haverfordwest,98,GB,1598816790,67,51.8,-4.97,61.0,8.05
548,Jiangyou,100,CN,1598816790,86,31.77,104.72,67.5,8.32
549,Barcelona,40,ES,1598816626,64,41.39,2.16,73.4,13.87
550,Ottawa,75,CA,1598816562,52,45.41,-75.7,69.01,12.75
551,Baykit,100,RU,1598816792,87,61.67,96.37,49.59,2.35
552,Njeru,80,UG,1598816793,84,0.42,33.17,67.64,2.51
553,Sars,100,RU,1598816793,97,56.55,57.14,55.53,5.53
554,Saurimo,95,AO,1598816794,62,-9.66,20.39,74.5,3.98
555,Antalaha,98,MG,1598816794,87,-14.9,50.28,70.88,8.1
556,Sawākin,95,SD,1598816794,37,19.11,37.33,94.08,3.56
557,Tambura,100,SS,1598816795,92,5.6,27.47,70.9,2.84
558,Tlapehuala,100,MX,1598816795,61,18.22,-100.52,89.47,0.98
559,Hengyang,0,CN,1598816796,79,26.89,112.61,76.37,3.27
560,Omsukchan,0,RU,1598816796,79,62.53,155.8,40.71,2.95
561,Kisi,100,NG,1598816797,93,9.08,3.85,72.66,6.46
